hex_center_mean_free,hex_center_chi_twist,random_hex_count,random_hex_log1p_count
11.0333333319,0.08000000000000002,1.0,0.6931471805599453
11.0333333319,0.14,1.0,0.6931471805599453
11.1229166654125,0.05000000000000001,3.0,1.3862943611198906
11.1229166654125,0.11000000000000001,1.0,0.6931471805599453
11.212499998925,0.020000000000000004,55.0,4.02535169073515
11.212499998925,0.08000000000000002,22.0,3.1354942159291497
11.212499998925,0.14,1.0,0.6931471805599453
11.212499998925,0.2,2.0,1.0986122886681096
11.3020833324375,-0.009999999999999998,3.0,1.3862943611198906
11.3020833324375,0.05000000000000001,62.0,4.143134726391533
11.3020833324375,0.11000000000000001,16.0,2.833213344056216
11.3020833324375,0.17000000000000004,10.0,2.3978952727983707
11.3020833324375,0.2900000000000001,1.0,0.6931471805599453
11.39166666595,0.020000000000000004,57.0,4.060443010546419
11.39166666595,0.08000000000000002,40.0,3.713572066704308
11.39166666595,0.14,19.0,2.995732273553991
11.39166666595,0.2,6.0,1.9459101490553132
11.4812499994625,0.05000000000000001,46.0,3.8501476017100584
11.4812499994625,0.11000000000000001,37.0,3.6375861597263857
11.4812499994625,0.17000000000000004,13.0,2.639057329615259
11.4812499994625,0.23,5.0,1.791759469228055
11.570833332975,0.020000000000000004,10.0,2.3978952727983707
11.570833332975,0.08000000000000002,50.0,3.9318256327243257
11.570833332975,0.14,30.0,3.4339872044851463
11.570833332975,0.2,12.0,2.5649493574615367
11.570833332975,0.26000000000000006,7.0,2.0794415416798357
11.6604166664875,0.05000000000000001,35.0,3.58351893845611
11.6604166664875,0.11000000000000001,46.0,3.8501476017100584
11.6604166664875,0.17000000000000004,24.0,3.2188758248682006
11.6604166664875,0.23,9.0,2.302585092994046
11.75,0.020000000000000004,3.0,1.3862943611198906
11.75,0.08000000000000002,35.0,3.58351893845611
11.75,0.14,36.0,3.6109179126442243
11.75,0.2,14.0,2.70805020110221
11.75,0.26000000000000006,15.0,2.772588722239781
11.75,0.32000000000000006,3.0,1.3862943611198906
11.75,0.3800000000000001,2.0,1.0986122886681096
11.75,0.44000000000000006,1.0,0.6931471805599453
11.8395833335125,0.05000000000000001,11.0,2.4849066497880004
11.8395833335125,0.11000000000000001,27.0,3.332204510175204
11.8395833335125,0.17000000000000004,35.0,3.58351893845611
11.8395833335125,0.23,23.0,3.1780538303479458
11.8395833335125,0.2900000000000001,10.0,2.3978952727983707
11.8395833335125,0.35000000000000003,1.0,0.6931471805599453
11.929166667025001,0.020000000000000004,4.0,1.6094379124341003
11.929166667025001,0.08000000000000002,17.0,2.8903717578961645
11.929166667025001,0.14,32.0,3.4965075614664802
11.929166667025001,0.2,34.0,3.5553480614894135
11.929166667025001,0.26000000000000006,21.0,3.091042453358316
11.929166667025001,0.32000000000000006,8.0,2.1972245773362196
11.929166667025001,0.3800000000000001,2.0,1.0986122886681096
12.018750000537501,0.05000000000000001,5.0,1.791759469228055
12.018750000537501,0.11000000000000001,22.0,3.1354942159291497
12.018750000537501,0.17000000000000004,22.0,3.1354942159291497
12.018750000537501,0.23,21.0,3.091042453358316
12.018750000537501,0.2900000000000001,13.0,2.639057329615259
12.018750000537501,0.35000000000000003,5.0,1.791759469228055
12.018750000537501,0.4100000000000001,5.0,1.791759469228055
12.10833333405,0.020000000000000004,1.0,0.6931471805599453
12.10833333405,0.08000000000000002,10.0,2.3978952727983707
12.10833333405,0.14,15.0,2.772588722239781
12.10833333405,0.2,24.0,3.2188758248682006
12.10833333405,0.26000000000000006,24.0,3.2188758248682006
12.10833333405,0.32000000000000006,17.0,2.8903717578961645
12.10833333405,0.3800000000000001,10.0,2.3978952727983707
12.10833333405,0.44000000000000006,2.0,1.0986122886681096
